"num","title","link","tag1","tag2","tag3","tag4","discount_original_price","discount_final_price","discount_pct","recent_review","all_review","release_date","developer","publisher"
"373","rFactor 2","https://store.steampowered.com/app/365960/rFactor_2/?snr=1_1452_1600__104_33","Racing"," Simulation"," Sports"," Realistic","33,500 원","33,500 원","0%","Mixed (21)","Mostly Positive (762)","28 Mar, 2013","Studio 397","Studio 397"
"374","The Witness","https://store.steampowered.com/app/210970/The_Witness/?snr=1_1452_1600__104_33","Puzzle"," Exploration"," First-Person"," Open World","43,000 원","43,000 원","0%","Very Positive (39)","Very Positive (5,610)","26 Jan, 2016","Thekla, Inc.","Thekla, Inc."
"375","Assassin's Creed 2 Deluxe Edition","https://store.steampowered.com/app/33230/Assassins_Creed_2_Deluxe_Edition/?snr=1_1452_1600__104_34","Action"," Open World"," Adventure"," Parkour","11,000 원","11,000 원","0%","Very Positive (136)","Very Positive (14,492)","5 Mar, 2010","Ubisoft Montreal","Ubisoft Montreal"
"376","The Elder Scrolls Online: Summerset","https://store.steampowered.com/app/799520/The_Elder_Scrolls_Online_Summerset/?snr=1_1452_1600__104_34","Massively Multiplayer"," RPG"," Fantasy"," Open World","33,000 원","33,000 원","0%","No review","Positive (14)","22 May, 2018","Zenimax Online Studios","Bethesda Softworks"
"377","Besiege","https://store.steampowered.com/app/346010/Besiege/?snr=1_1452_1600__104_34","Early Access"," Building"," Sandbox"," Physics","10,500 원","10,500 원","0%","Very Positive (128)","Very Positive (22,855)","29 Jan, 2015","Spiderling Studios","Spiderling Studios"
"378","NBA 2K Playgrounds 2","https://store.steampowered.com/app/726590/NBA_2K_Playgrounds_2/?snr=1_1452_1600__104_34","Sports"," Basketball"," Arcade","No tag4","33,000 원","33,000 원","0%","No review","Mixed (74)","16 Oct, 2018","Saber Interactive","2K"
"379","Assassin's Creed® Unity","https://store.steampowered.com/app/289650/Assassins_Creed_Unity/?snr=1_1452_1600__104_34","Open World"," Parkour"," Assassin"," Stealth","33,000 원","33,000 원","0%","Mixed (152)","Mixed (15,422)","13 Nov, 2014","Ubisoft","Ubisoft"
"380","The Wild Eight","https://store.steampowered.com/app/526160/The_Wild_Eight/?snr=1_1452_1600__104_34","Early Access"," Survival"," Multiplayer"," Open World","21,000 원","21,000 원","0%","Mixed (27)","Mostly Positive (3,138)","9 Feb, 2017","HypeTrain Digital","HypeTrain Digital"
"381","Total War: Shogun 2 - Fall of the Samurai","https://store.steampowered.com/app/201271/Total_War_Shogun_2__Fall_of_the_Samurai/?snr=1_1452_1600__104_34","Strategy"," Historical"," RTS"," Turn-Based Strategy","32,000 원","32,000 원","0%","No review","Very Positive (95)","22 Mar, 2012","CREATIVE ASSEMBLY, Feral Interactive (Mac),","SEGA"
"382","Outlast 2","https://store.steampowered.com/app/414700/Outlast_2/?snr=1_1452_1600__104_34","Horror"," Psychological Horror"," Survival Horror"," First-Person","32,000 원","32,000 원","0%","Very Positive (253)","Very Positive (9,166)","25 Apr, 2017","Red Barrels","Red Barrels"
"383","Hellblade: Senua's Sacrifice","https://store.steampowered.com/app/414340/Hellblade_Senuas_Sacrifice/?snr=1_1452_1600__104_34","Atmospheric"," Psychological"," Female Protagonist"," Story Rich","32,000 원","32,000 원","0%","Very Positive (343)","Very Positive (17,488)","8 Aug, 2017","Ninja Theory","Ninja Theory"
"384","UNDER NIGHT IN-BIRTH Exe:Late[st]","https://store.steampowered.com/app/801630/UNDER_NIGHT_INBIRTH_ExeLatest/?snr=1_1452_1600__104_34","Action"," 2D Fighter"," Fighting"," Anime","41,000 원","41,000 원","0%","Mostly Positive (18)","Very Positive (300)","21 Aug, 2018","FRENCH-BREAD","FRENCH-BREAD"
"385","Evil Maze","https://store.steampowered.com/app/484950/Evil_Maze/?snr=1_1452_1600__104_34","Nudity"," Sexual Content"," Mature"," RPG","2,200 원","2,200 원","0%","No review","Mostly Positive (654)","17 Jun, 2016","ZOV GAME STUDIO","ZOV GAME STUDIO"
"386","Phantom Doctrine","https://store.steampowered.com/app/559100/Phantom_Doctrine/?snr=1_1452_1600__104_35","Strategy"," Turn-Based Tactics"," Cold War"," Stealth","41,000 원","41,000 원","0%","Mostly Positive (97)","Mostly Positive (1,118)","14 Aug, 2018","CreativeForge Games","CreativeForge Games"
"387","White Day: A Labyrinth Named School","https://store.steampowered.com/app/466130/White_Day_A_Labyrinth_Named_School/?snr=1_1452_1600__104_35","Horror"," Adventure"," Action"," Survival Horror","32,000 원","32,000 원","0%","Very Positive (15)","Mixed (619)","23 Aug, 2017","SONNORI Corp","SONNORI Corp"
"388","Sudoku Universe / ??宇宙","https://store.steampowered.com/app/733070/Sudoku_Universe/?snr=1_1452_1600__104_35","Indie"," Casual"," Strategy"," Puzzle","2,200 원","2,200 원","0%","Very Positive (22)","Very Positive (218)","19 Dec, 2017","Konstructors Entertainment","Konstructors Entertainment"
"389","Sudoku Jigsaw / ????","https://store.steampowered.com/app/858040/Sudoku_Jigsaw/?snr=1_1452_1600__104_35","Casual"," Indie"," Strategy"," Puzzle","2,200 원","2,200 원","0%","No review","Mostly Positive (14)","14 Sep, 2018","Konstructors Entertainment","Konstructors Entertainment"
"390","Northgard","https://store.steampowered.com/app/466560/Northgard/?snr=1_1452_1600__104_35","Strategy"," City Builder"," Resource Management"," RTS","31,000 원","31,000 원","0%","Mostly Positive (138)","Very Positive (10,671)","7 Mar, 2018","Shiro Games","Shiro Games"
"391","Park Bound","https://store.steampowered.com/app/611830/Park_Bound/?snr=1_1452_1600__104_35","Action"," Massively Multiplayer"," Indie"," 3D Platformer","16,000 원","16,000 원","0%","No review","Positive (48)","1 Dec, 2017","Bambastic Games","Bambastic Games"
"392","METAL SLUG 3","https://store.steampowered.com/app/250180/METAL_SLUG_3/?snr=1_1452_1600__104_35","Arcade"," Classic"," Action"," Co-op","8,500 원","8,500 원","0%","Very Positive (21)","Very Positive (4,001)","15 Feb, 2014","SNK CORPORATION, DotEmu","SNK CORPORATION"
"393","BattleBlock Theater®","https://store.steampowered.com/app/238460/BattleBlock_Theater/?snr=1_1452_1600__104_35","Comedy"," Co-op"," Platformer"," Funny","15,500 원","15,500 원","0%","Overwhelmingly Positive (200)","Overwhelmingly Positive (34,328)","16 May, 2014","The Behemoth","The Behemoth"
"394","Post Scriptum","https://store.steampowered.com/app/736220/Post_Scriptum/?snr=1_1452_1600__104_35","World War II"," FPS"," Realistic"," Multiplayer","31,000 원","31,000 원","0%","Mixed (312)","Mixed (2,332)","10 Aug, 2018","Periscope Games","Periscope Games"
"395","Shinobi™ III: Return of the Ninja Master","https://store.steampowered.com/app/34277/Shinobi_III_Return_of_the_Ninja_Master/?snr=1_1452_1600__104_35","Action"," Ninja"," 2D"," Classic","1,100 원","1,100 원","0%","No review","1 user reviews","2 Jun, 2010","SEGA","SEGA"
"396","The MISSING: J.J. Macfield and the Island of Memories","https://store.steampowered.com/app/842910/The_MISSING_JJ_Macfield_and_the_Island_of_Memories/?snr=1_1452_1600__104_36","Gore"," Indie"," Action"," Adventure","29,900 원","29,900 원","0%","No review","Very Positive (145)","11 Oct, 2018","White Owls Inc.","Arc System Works"
"397","Western Press","https://store.steampowered.com/app/377360/Western_Press/?snr=1_1452_1600__104_36","Indie"," Local Multiplayer"," Action"," Typing","5,500 원","5,500 원","0%","No review","Positive (35)","21 Apr, 2016","Bandit-1","Fellow Traveller"
"398","Segment","https://store.steampowered.com/app/816740/Segment/?snr=1_1452_1600__104_36","Action"," Adventure"," Indie","No tag4","6,500 원","650 원","-90%","No review","Positive (14)","26 Apr, 2018","Real Pixel Games","Dagestan Technology"
"399","Kamasutra Connect : Sexy Hentai Girls","https://store.steampowered.com/app/929310/Kamasutra_Connect__Sexy_Hentai_Girls/?snr=1_1452_1600__104_36","Nudity"," Indie"," Casual"," Anime","1,100 원","1,100 원","0%","No review","6 user reviews","14 Nov, 2018","Playtouch","Playtouch"
"400","South Park™: The Stick of Truth™","https://store.steampowered.com/app/213670/South_Park_The_Stick_of_Truth/?snr=1_1452_1600__104_36","RPG"," Comedy"," Adventure"," Funny","33,000 원","33,000 원","0%","Very Positive (70)","Overwhelmingly Positive (26,244)","6 Mar, 2014","Obsidian Entertainment","Obsidian Entertainment"
"401","?客?云?(Tale of Wuxia)","https://store.steampowered.com/app/377530/Tale_of_Wuxia/?snr=1_1452_1600__104_36","RPG"," Strategy"," Martial Arts"," Turn-Based","18,000 원","18,000 원","0%","Mixed (41)","Mostly Positive (2,294)","28 Apr, 2016","Heluo Studio","Heluo Studio"
"402","SENRAN KAGURA Bon Appetit! - Full Course","https://store.steampowered.com/app/514310/SENRAN_KAGURA_Bon_Apptit__Full_Course/?snr=1_1452_1600__104_36","Nudity"," Anime"," Sexual Content"," Rhythm","32,000 원","32,000 원","0%","No review","Very Positive (410)","11 Nov, 2016","Meteorise","XSEED Games"
"403","GRID 2","https://store.steampowered.com/app/44350/GRID_2/?snr=1_1452_1600__104_36","Racing"," Sports"," Multiplayer"," Arcade","32,000 원","32,000 원","0%","Mixed (71)","Very Positive (6,680)","28 May, 2013","Codemasters Racing, Feral Interactive (Mac)","Codemasters Racing"
"404","iZBOT","https://store.steampowered.com/app/388970/iZBOT/?snr=1_1452_1600__104_36","Indie"," Action"," Platformer"," 2D","12,700 원","12,700 원","0%","No review","Very Positive (103)","2 Sep, 2015","Daniel Spruce","Ruxar"
"405","The Legend of Heroes: Trails in the Sky the 3rd","https://store.steampowered.com/app/436670/The_Legend_of_Heroes_Trails_in_the_Sky_the_3rd/?snr=1_1452_1600__104_36","RPG"," JRPG"," Great Soundtrack"," Story Rich","32,000 원","32,000 원","0%","No review","Very Positive (405)","4 May, 2017","Nihon Falcom","XSEED Games"
"406","The Stanley Parable","https://store.steampowered.com/app/221910/The_Stanley_Parable/?snr=1_1452_1600__104_36","Comedy"," Narration"," Indie"," First-Person","16,000 원","16,000 원","0%","Very Positive (148)","Very Positive (29,162)","18 Oct, 2013","Galactic Cafe","Galactic Cafe"
"407","Skullgirls","https://store.steampowered.com/app/245170/Skullgirls/?snr=1_1452_1600__104_36","Fighting"," 2D Fighter"," Indie"," Multiplayer","10,500 원","10,500 원","0%","Very Positive (54)","Overwhelmingly Positive (9,384)","23 Aug, 2013","Lab Zero Games","Lab Zero Games"
"408","Skullgirls","https://store.steampowered.com/app/245170/Skullgirls/?snr=1_1452_1600__104_37","Fighting"," 2D Fighter"," Indie"," Multiplayer","10,500 원","10,500 원","0%","Very Positive (54)","Overwhelmingly Positive (9,384)","23 Aug, 2013","Lab Zero Games","Lab Zero Games"
"409","Chaser","https://store.steampowered.com/app/39670/Chaser/?snr=1_1452_1600__104_37","Action"," FPS"," Sci-fi"," Singleplayer","5,000 원","1,250 원","-75%","No review","Mostly Positive (618)","22 Aug, 2003","Cauldron","THQ Nordic"
"410","Warhammer 40,000: Mechanicus","https://store.steampowered.com/app/673880/Warhammer_40000_Mechanicus/?snr=1_1452_1600__104_37","Strategy"," Warhammer 40K"," Turn-Based Tactics"," Turn-Based","32,000 원","28,800 원","-10%","No review","Positive (43)","16 Nov, 2018","Bulwark Studios","Kasedo Games"
"411","Haydee","https://store.steampowered.com/app/530890/Haydee/?snr=1_1452_1600__104_37","Sexual Content"," Nudity"," Mature"," Female Protagonist","15,500 원","15,500 원","0%","Mixed (46)","Very Positive (2,762)","27 Sep, 2016","Haydee Interactive","Haydee Interactive"
"412","Shadowgrounds Survivor","https://store.steampowered.com/app/11200/Shadowgrounds_Survivor/?snr=1_1452_1600__104_37","Action"," Sci-fi"," Isometric"," Shooter","10,500 원","1,570 원","-85%","No review","Mixed (404)","14 Nov, 2007","Frozenbyte","Frozenbyte"
"413","Atomic Society","https://store.steampowered.com/app/514500/Atomic_Society/?snr=1_1452_1600__104_37","Early Access"," Simulation"," Strategy"," City Builder","15,500 원","15,500 원","0%","No review","Very Positive (142)","15 Oct, 2018","Far Road Games","Far Road Games"
"414","Ultra Street Fighter® IV","https://store.steampowered.com/app/45760/Ultra_Street_Fighter_IV/?snr=1_1452_1600__104_37","Fighting"," Arcade"," Competitive"," 2D Fighter","29,000 원","29,000 원","0%","Mixed (14)","Very Positive (5,364)","7 Aug, 2014","Capcom","Capcom"
"415","Voxel Race","https://store.steampowered.com/app/893330/Voxel_Race/?snr=1_1452_1600__104_37","Indie"," Casual"," Racing"," Relaxing","1,100 원","1,100 원","0%","No review","Positive (33)","7 Nov, 2018","RewindApp","RewindApp"
"416","Battle Simulator","https://store.steampowered.com/app/879670/Battle_Simulator/?snr=1_1452_1600__104_37","Simulation"," Action"," Indie"," Casual","1,100 원","1,100 원","0%","No review","Mixed (77)","28 Sep, 2018","KicklessGame","RewindApp"
"417","Flem","https://store.steampowered.com/app/341760/Flem/?snr=1_1452_1600__104_37","Action"," Indie"," Platformer"," 2D","6,500 원","2,600 원","-60%","No review","Positive (10)","29 Apr, 2015","Henchman & Goon","Henchman & Goon"
"418","Kingdom Rush Frontiers","https://store.steampowered.com/app/458710/Kingdom_Rush_Frontiers/?snr=1_1452_1600__104_37","Tower Defense"," Strategy"," Indie"," Singleplayer","10,500 원","10,500 원","0%","Very Positive (65)","Overwhelmingly Positive (2,151)","25 Jul, 2016","Ironhide Game Studio","Ironhide Game Studio"
"419","Totally Accurate Battlegrounds","https://store.steampowered.com/app/823130/Totally_Accurate_Battlegrounds/?snr=1_1452_1600__104_37","Multiplayer"," Funny"," FPS"," Battle Royale","5,500 원","5,500 원","0%","Mostly Positive (140)","Mostly Positive (2,836)","6 Jun, 2018","Landfall","Landfall"
"420","Over 9000 Zombies!","https://store.steampowered.com/app/273500/Over_9000_Zombies/?snr=1_1452_1600__104_38","Action"," Zombies"," Indie"," Top-Down","2,200 원","550 원","-75%","Very Positive (10)","Very Positive (798)","26 Feb, 2015","Loren Lemcke","Loren Lemcke"
"421","Dungeons & Dragons: Chronicles of Mystara","https://store.steampowered.com/app/229480/Dungeons__Dragons_Chronicles_of_Mystara/?snr=1_1452_1600__104_38","Beat 'em up"," Action"," Arcade"," RPG","14,000 원","14,000 원","0%","No review","Very Positive (653)","18 Jun, 2013","Iron Galaxy Studios","Capcom"
"422","60 Parsecs!","https://store.steampowered.com/app/646270/60_Parsecs/?snr=1_1452_1600__104_38","Adventure"," Strategy"," Simulation"," RPG","15,500 원","15,500 원","0%","Very Positive (29)","Very Positive (310)","19 Sep, 2018","Robot Gentleman","Robot Gentleman"
"423","Shovel Knight: Treasure Trove","https://store.steampowered.com/app/250760/Shovel_Knight_Treasure_Trove/?snr=1_1452_1600__104_38","Platformer"," Pixel Graphics"," Great Soundtrack"," Retro","27,000 원","27,000 원","0%","Very Positive (25)","Overwhelmingly Positive (7,571)","27 Jun, 2014","Yacht Club Games","Yacht Club Games"
"424","Space Engineers","https://store.steampowered.com/app/244850/Space_Engineers/?snr=1_1452_1600__104_38","Early Access"," Space"," Sandbox"," Building","27,000 원","27,000 원","0%","Very Positive (209)","Very Positive (49,163)","24 Oct, 2013","Keen Software House","Keen Software House"
"425","Little Dragons Cafe","https://store.steampowered.com/app/915710/Little_Dragons_Caf/?snr=1_1452_1600__104_38","Adventure","No tag","No tag","No tag","61,000 원","48,800 원","-20%","No review","2 user reviews","15 Nov, 2018","Aksys Games, TOYBOX lnc., Picola Inc.","Aksys Games"
"426","武?乂 The Swordsmen X","https://store.steampowered.com/app/840140/_The_Swordsmen_X/?snr=1_1452_1600__104_38","Early Access"," Massively Multiplayer"," Action"," Early Access","26,560 원","26,560 원","0%","Mostly Positive (196)","Mixed (1,823)","27 Jul, 2018","上海杜???科技有限公司","上海杜???科技有限公司"
"427","The Room Two","https://store.steampowered.com/app/425580/The_Room_Two/?snr=1_1452_1600__104_38","Puzzle"," Adventure"," Mystery"," Atmospheric","5,500 원","5,500 원","0%","Overwhelmingly Positive (216)","Overwhelmingly Positive (6,354)","5 Jul, 2016","Fireproof Games","Fireproof Games"
"428","Death's Hangover","https://store.steampowered.com/app/521920/Deaths_Hangover/?snr=1_1452_1600__104_38","Action"," Gore"," Casual"," Indie","5,500 원","550 원","-90%","No review","Very Positive (224)","20 Jan, 2017","Retro Army Limited","Retro Army Limited"
"429","Transference™","https://store.steampowered.com/app/647570/Transference/?snr=1_1452_1600__104_38","Adventure"," Indie"," Psychological Horror"," VR","27,000 원","27,000 원","0%","No review","Mostly Positive (69)","2 Nov, 2018","Ubisoft","Ubisoft"
"430","Minecraft: Story Mode - A Telltale Games Series","https://store.steampowered.com/app/376870/Minecraft_Story_Mode__A_Telltale_Games_Series/?snr=1_1452_1600__104_38","Memes"," Adventure"," Singleplayer"," Story Rich","27,000 원","27,000 원","0%","Mixed (32)","Mostly Positive (6,946)","14 Oct, 2015","Telltale Games","Telltale Games"
"431","Terraforming Mars","https://store.steampowered.com/app/800270/Terraforming_Mars/?snr=1_1452_1600__104_38","Strategy"," Board Game"," Space","No tag4","26,000 원","26,000 원","0%","No review","Mixed (231)","17 Oct, 2018","Luckyhammers","Asmodee Digital"
"432","PixARK","https://store.steampowered.com/app/593600/PixARK/?snr=1_1452_1600__104_39","Early Access"," Survival"," Open World"," Sandbox","26,000 원","26,000 원","0%","Mixed (62)","Mixed (3,286)","27 Mar, 2018","Snail Games USA","Snail Games USA"
"433","Farming Simulator 17","https://store.steampowered.com/app/447020/Farming_Simulator_17/?snr=1_1452_1600__104_39","Simulation"," Multiplayer"," Agriculture"," Open World","26,000 원","26,000 원","0%","Very Positive (164)","Very Positive (10,075)","25 Oct, 2016","Giants Software","Giants Software"
"434","Fist of love","https://store.steampowered.com/app/939760/Fist_of_love/?snr=1_1452_1600__104_39","Sexual Content"," Nudity"," Casual"," Anime","1,100 원","1,100 원","0%","Mostly Positive (75)","Very Positive (594)","2 Oct, 2018","Biubiubiu","Biubiubiu"
"435","Devil May Cry® 4 Special Edition","https://store.steampowered.com/app/329050/Devil_May_Cry_4_Special_Edition/?snr=1_1452_1600__104_39","Action"," Hack and Slash"," Character Action Game"," Great Soundtrack","24,000 원","24,000 원","0%","Very Positive (57)","Very Positive (3,576)","24 Jun, 2015","CAPCOM Co., Ltd.","CAPCOM Co., Ltd."
"436","Seed of Evil","https://store.steampowered.com/app/892760/Seed_of_Evil/?snr=1_1452_1600__104_39","RPG"," Indie"," Adventure"," Nudity","13,500 원","13,500 원","0%","No review","Mostly Positive (93)","2 Nov, 2018","Hasoyua","Kagura Games"
"437","The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe","https://store.steampowered.com/app/900883/The_Elder_Scrolls_IV_Oblivion_Game_of_the_Year_Edition_Deluxe/?snr=1_1452_1600__104_39","Open World"," RPG"," Fantasy"," Singleplayer","23,080 원","23,080 원","0%","Very Positive","No user reviews","17 Jun, 2009","Bethesda Game Studios®","Bethesda Game Studios®"
"438","WAR_WAR_WAR: Smiles vs Ghosts","https://store.steampowered.com/app/916820/WAR_WAR_WAR_Smiles_vs_Ghosts/?snr=1_1452_1600__104_39","Action"," Indie"," Adventure","No tag4","1,100 원","550 원","-50%","No review","No user reviews","28 Aug, 2018","BEKoshi","BEKoshi"
"439","ULTIMATE MARVEL VS. CAPCOM 3","https://store.steampowered.com/app/357190/ULTIMATE_MARVEL_VS_CAPCOM_3/?snr=1_1452_1600__104_39","Fighting"," Action"," 2D Fighter"," Multiplayer","24,000 원","24,000 원","0%","Very Positive (14)","Very Positive (1,327)","7 Mar, 2017","CAPCOM CO., LTD.","CAPCOM CO., LTD."
"440","Hidden Folks","https://store.steampowered.com/app/435400/Hidden_Folks/?snr=1_1452_1600__104_39","Hidden Object"," Casual"," Indie"," Hand-drawn","8,500 원","8,500 원","0%","Very Positive (172)","Overwhelmingly Positive (3,271)","15 Feb, 2017","Adriaan de Jongh, Sylvain Tegroeg","Adriaan de Jongh"
"441","Far Cry 3","https://store.steampowered.com/app/220240/Far_Cry_3/?snr=1_1452_1600__104_39","Open World"," FPS"," Action"," Adventure","22,000 원","22,000 원","0%","Very Positive (241)","Very Positive (43,588)","29 Nov, 2012","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai","Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai"
"442","The Elder Scrolls® Online","https://store.steampowered.com/app/306130/The_Elder_Scrolls_Online/?snr=1_1452_1600__104_39","RPG"," Open World"," MMORPG"," Massively Multiplayer","22,000 원","22,000 원","0%","Mixed (508)","Mostly Positive (30,979)","4 Apr, 2014","Zenimax Online Studios","Zenimax Online Studios"
"443","Caesar™ IV","https://store.steampowered.com/app/517810/Caesar_IV/?snr=1_1452_1600__104_39","Strategy"," Simulation"," City Builder"," Rome","11,200 원","11,200 원","0%","No review","Mixed (160)","9 Sep, 2006","Tilted Mill Entertainment, Inc.","Activision"
"444","River City Super Sports Challenge ~All Stars Special~","https://store.steampowered.com/app/326340/River_City_Super_Sports_Challenge_All_Stars_Special/?snr=1_1452_1600__104_39","Sports"," Action"," Retro"," Adventure","22,000 원","22,000 원","0%","No review","Mixed (465)","17 Dec, 2015","Arc System Works","H2 Interactive Co., Ltd."
"445","Assassin's Creed™: Director's Cut Edition","https://store.steampowered.com/app/15100/Assassins_Creed_Directors_Cut_Edition/?snr=1_1452_1600__104_40","Action"," Adventure"," Open World"," Parkour","11,000 원","11,000 원","0%","Very Positive (57)","Very Positive (5,726)","9 Apr, 2008","Ubisoft Montreal","Ubisoft Montreal"
"446","Fallout: New Vegas","https://store.steampowered.com/app/22380/Fallout_New_Vegas/?snr=1_1452_1600__104_40","Open World"," RPG"," Post-apocalyptic"," Singleplayer","10,500 원","10,500 원","0%","Very Positive (624)","Very Positive (47,198)","22 Oct, 2010","Obsidian Entertainment","Obsidian Entertainment"
"447","Squares Puzzle","https://store.steampowered.com/app/927810/Squares_Puzzle/?snr=1_1452_1600__104_40","Sexual Content"," Nudity"," Casual"," Indie","1,100 원","770 원","-30%","No review","Positive (41)","5 Sep, 2018","NeXToNe","NeXToNe"
"448","Kynseed","https://store.steampowered.com/app/758870/Kynseed/?snr=1_1452_1600__104_40","Early Access"," RPG"," Simulation"," Indie","10,500 원","10,500 원","0%","No review","Very Positive (132)","8 Nov, 2018","PixelCount Studios","PixelCount Studios"
"449","Shadowgrounds","https://store.steampowered.com/app/2500/Shadowgrounds/?snr=1_1452_1600__104_40","Action"," Sci-fi"," Top-Down Shooter"," Shooter","7,500 원","1,120 원","-85%","No review","Very Positive (906)","8 May, 2006","Frozenbyte","Frozenbyte"
"450","Injustice: Gods Among Us Ultimate Edition","https://store.steampowered.com/app/242700/Injustice_Gods_Among_Us_Ultimate_Edition/?snr=1_1452_1600__104_40","Fighting"," Superhero"," Action"," Multiplayer","21,000 원","21,000 원","0%","Mostly Positive (28)","Very Positive (6,921)","30 Nov, 2013","NetherRealm Studios, High Voltage Software","NetherRealm Studios"
"451","Bloons TD 5","https://store.steampowered.com/app/306020/Bloons_TD_5/?snr=1_1452_1600__104_40","Tower Defense"," Strategy"," Co-op"," Family Friendly","10,500 원","10,500 원","0%","Very Positive (33)","Very Positive (3,434)","19 Nov, 2014","Ninja Kiwi","Ninja Kiwi"
"452","Troubleshooter","https://store.steampowered.com/app/470310/Troubleshooter/?snr=1_1452_1600__104_40","Early Access"," RPG"," Turn-Based"," Early Access","21,000 원","21,000 원","0%","Very Positive (24)","Very Positive (483)","31 Dec, 2017","Dandylion","Dandylion"
"453","Half-Life 2","https://store.steampowered.com/app/220/HalfLife_2/?snr=1_1452_1600__104_40","FPS"," Action"," Sci-fi"," Singleplayer","10,500 원","10,500 원","0%","Very Positive (408)","Overwhelmingly Positive (46,057)","16 Nov, 2004","Valve","Valve"
"454","Car Mechanic Simulator 2018","https://store.steampowered.com/app/645630/Car_Mechanic_Simulator_2018/?snr=1_1452_1600__104_40","Simulation"," Building"," Driving"," Realistic","21,000 원","21,000 원","0%","Mostly Positive (166)","Mostly Positive (9,231)","28 Jul, 2017","Red Dot Games","Red Dot Games"
"455","Fallout 3: Game of the Year Edition","https://store.steampowered.com/app/22370/Fallout_3_Game_of_the_Year_Edition/?snr=1_1452_1600__104_40","Open World"," RPG"," Post-apocalyptic"," Singleplayer","21,000 원","21,000 원","0%","Mixed (159)","Mostly Positive (16,779)","13 Oct, 2009","Bethesda Game Studios","Bethesda Game Studios"
"456","The Legend of Heroes: Trails in the Sky","https://store.steampowered.com/app/251150/The_Legend_of_Heroes_Trails_in_the_Sky/?snr=1_1452_1600__104_40","JRPG"," RPG"," Anime"," Story Rich","21,000 원","21,000 원","0%","Very Positive (17)","Very Positive (3,137)","30 Jul, 2014","Nihon Falcom","Nihon Falcom"
"457","The Isle","https://store.steampowered.com/app/376210/The_Isle/?snr=1_1452_1600__104_41","Early Access"," Dinosaurs"," Survival"," Open World","21,000 원","21,000 원","0%","Mostly Positive (143)","Mixed (7,666)","2 Dec, 2015","Afterthought LLC","Afterthought LLC"
"458","Mushihimesama","https://store.steampowered.com/app/377860/Mushihimesama/?snr=1_1452_1600__104_41","Bullet Hell"," Shoot 'Em Up"," Arcade"," Action","21,000 원","21,000 원","0%","No review","Overwhelmingly Positive (708)","13 Nov, 2015","CAVE Interactive CO.,LTD.","Degica"
"459","Streets of Rage 2","https://store.steampowered.com/app/71165/Streets_of_Rage_2/?snr=1_1452_1600__104_41","Beat 'em up"," Action"," Classic"," Retro","1,100 원","1,100 원","0%","No review","8 user reviews","27 Jan, 2011","SEGA","SEGA"
"460","Torchlight II","https://store.steampowered.com/app/200710/Torchlight_II/?snr=1_1452_1600__104_41","RPG"," Action RPG"," Hack and Slash"," Co-op","21,000 원","21,000 원","0%","Very Positive (150)","Very Positive (21,310)","21 Sep, 2012","Runic Games","Runic Games"
"461","Enemy Front","https://store.steampowered.com/app/256190/Enemy_Front/?snr=1_1452_1600__104_41","Action"," FPS"," World War II"," Shooter","21,000 원","21,000 원","0%","Mixed (46)","Mixed (1,875)","11 Jun, 2014","CI Games","CI Games"
"462","Princess Maker 2 Refine","https://store.steampowered.com/app/523000/Princess_Maker_2_Refine/?snr=1_1452_1600__104_41","Simulation"," Multiple Endings"," RPG"," Anime","21,000 원","21,000 원","0%","Very Positive (10)","Very Positive (467)","28 Sep, 2016","CFK Co., Ltd.","CFK Co., Ltd."
"463","Scrap Mechanic","https://store.steampowered.com/app/387990/Scrap_Mechanic/?snr=1_1452_1600__104_41","Early Access"," Building"," Sandbox"," Multiplayer","21,000 원","21,000 원","0%","Very Positive (203)","Very Positive (14,471)","20 Jan, 2016","Axolot Games","Axolot Games"
"464","Call of Duty®: Modern Warfare® 2","https://store.steampowered.com/app/10180/Call_of_Duty_Modern_Warfare_2/?snr=1_1452_1600__104_41","Action"," FPS"," Multiplayer"," Shooter","21,000 원","21,000 원","0%","Very Positive (84)","Very Positive (13,573)","12 Nov, 2009","Infinity Ward, Aspyr (Mac)","Infinity Ward"
"465","Layers of Fear","https://store.steampowered.com/app/391720/Layers_of_Fear/?snr=1_1452_1600__104_41","Horror"," Psychological Horror"," Atmospheric"," Walking Simulator","21,000 원","21,000 원","0%","Very Positive (108)","Very Positive (6,978)","16 Feb, 2016","Bloober Team SA","Bloober Team SA"
"466","Farm Manager 2018","https://store.steampowered.com/app/495560/Farm_Manager_2018/?snr=1_1452_1600__104_41","Simulation"," Strategy"," Indie"," Management","20,500 원","20,500 원","0%","Mixed (28)","Mixed (1,017)","7 Apr, 2018","Cleversan Software","Cleversan Software"
"467","Hob","https://store.steampowered.com/app/404680/Hob/?snr=1_1452_1600__104_41","Adventure"," Action"," Indie"," Singleplayer","21,000 원","21,000 원","0%","Very Positive (28)","Very Positive (2,150)","27 Sep, 2017","Runic Games","Runic Games"
